AIMGM
-1,-1,1,1,0.5,5e-09,1e-08,512,0.166667,32,4,5.71002,2.610673e-05
-1,-1,1,1,0.5,5e-09,1e-08,512,0.166667,64,4,11.2265,7.866655e-06
-1,-1,1,1,0.5,5e-09,1e-08,512,0.5,50,4,8.78771,1.596971e-04
-1,-1,1,1,0.5,5e-09,1e-08,512,0.5,100,4,17.2168,5.754918e-05
-1,-1,1,1,0.5,5e-09,1e-08,512,0.99,50,4,8.76765,3.258143e-03
-1,-1,1,1,0.5,5e-09,1e-08,512,0.99,100,4,17.2502,1.623977e-03
BFSMGM
-1,-1,1,1,0.5,5e-09,1e-08,512,0.166667,32,4,9.471,2.610490e-05
-1,-1,1,1,0.5,5e-09,1e-08,512,0.166667,64,4,19.4279,7.873482e-06
-1,-1,1,1,0.5,5e-09,1e-08,512,0.5,50,4,14.9836,1.597001e-04
-1,-1,1,1,0.5,5e-09,1e-08,512,0.5,100,4,30.9812,5.754671e-05
-1,-1,1,1,0.5,5e-09,1e-08,512,0.99,50,4,14.9684,3.257906e-03
-1,-1,1,1,0.5,5e-09,1e-08,512,0.99,100,4,30.9548,1.623077e-03
