AIMGM
0,0,3.14159,3.14159,0.5,5e-09,1e-08,512,0.166667,16,4,2.93361,3.465207e-04
0,0,3.14159,3.14159,0.5,5e-09,1e-08,512,0.166667,32,4,5.64534,1.051606e-04
0,0,3.14159,3.14159,0.5,5e-09,1e-08,512,0.5,64,5,13.5989,4.176068e-04
0,0,3.14159,3.14159,0.5,5e-09,1e-08,512,0.5,128,5,27.1006,1.501526e-04
0,0,3.14159,3.14159,0.5,5e-09,1e-08,512,0.99,200,5.87129,48.9185,2.810468e-03
0,0,3.14159,3.14159,0.5,5e-09,1e-08,512,0.99,400,5.801,97.1238,1.384678e-03
BD-ADI
0,0,3.14159,3.14159,0.5,5e-09,1e-08,512,0.166667,16,0,0.298962,1.934541e-02
0,0,3.14159,3.14159,0.5,5e-09,1e-08,512,0.166667,32,0,0.747191,8.876138e-03
0,0,3.14159,3.14159,0.5,5e-09,1e-08,512,0.5,64,0,2.51085,2.294960e-04
0,0,3.14159,3.14159,0.5,5e-09,1e-08,512,0.5,128,0,9.31272,7.987343e-05
0,0,3.14159,3.14159,0.5,5e-09,1e-08,512,0.99,200,0,22.1311,2.939535e-03
0,0,3.14159,3.14159,0.5,5e-09,1e-08,512,0.99,400,0,142.152,1.462335e-03
